seed,split,sample_idx,controller_step_expected,chosen_step,oracle_step,required_hops,oracle_depth
3,val,38,5.762121200561523,6.0,5.0,7,6
3,val,39,5.989841461181641,6.0,5.0,7,6
3,val,40,7.422715187072754,7.0,4.0,9,8
3,val,41,7.299869537353516,7.0,2.0,9,8
3,val,42,5.009339332580566,5.0,4.0,7,6
3,val,43,5.005215167999268,5.0,4.0,5,4
3,val,44,5.927535533905029,6.0,5.0,7,6
3,val,45,7.551069259643555,8.0,16.0,9,2
3,val,46,5.00167179107666,5.0,4.0,5,4
3,val,47,8.068994522094727,8.0,16.0,9,8
3,val,48,5.003192901611328,5.0,4.0,7,2
3,val,49,5.000925064086914,5.0,4.0,7,6
3,val,50,5.169225692749023,5.0,5.0,7,6
3,val,51,4.999780178070068,5.0,4.0,5,4
3,val,52,5.882380962371826,6.0,5.0,5,4
3,val,53,5.016336441040039,5.0,5.0,5,4
3,val,54,5.014410495758057,5.0,4.0,5,4
3,val,55,8.116973876953125,8.0,16.0,9,8
3,val,56,7.22463321685791,7.0,16.0,9,8
3,val,57,8.070624351501465,8.0,14.0,9,8
3,val,58,5.9354448318481445,6.0,5.0,7,6
3,val,59,7.5782623291015625,8.0,16.0,9,2
3,val,60,5.102723121643066,5.0,5.0,7,6
3,val,61,5.001177787780762,5.0,4.0,5,4
3,val,62,7.827383995056152,8.0,16.0,9,2
3,val,63,7.9543914794921875,8.0,3.0,9,8
3,val,64,5.552803039550781,6.0,5.0,7,6
3,val,65,7.1026787757873535,7.0,15.0,9,8
3,val,66,8.105238914489746,8.0,16.0,9,2
3,val,67,8.455770492553711,8.0,15.0,9,8
3,val,68,6.207688808441162,6.0,16.0,9,8
3,val,69,7.081418037414551,7.0,16.0,9,8
3,val,70,5.001020431518555,5.0,4.0,5,4
3,val,71,5.030263423919678,5.0,5.0,7,6
3,val,72,5.001405715942383,5.0,4.0,5,4
3,val,73,5.177231311798096,5.0,5.0,7,6
3,val,74,5.0551958084106445,5.0,5.0,7,6
3,val,75,5.026095867156982,5.0,5.0,7,6
3,val,76,4.881959915161133,5.0,4.0,7,6
3,val,77,8.488788604736328,8.0,7.0,9,8
3,val,78,7.717014312744141,8.0,16.0,9,2
3,val,79,8.245155334472656,8.0,4.0,9,8
3,val,80,5.06233024597168,5.0,5.0,7,6
3,val,81,5.02665376663208,5.0,5.0,6,2
3,val,82,5.03897762298584,5.0,5.0,7,6
3,val,83,8.104106903076172,8.0,5.0,9,8
3,val,84,5.651709079742432,6.0,5.0,5,4
3,val,85,7.656551361083984,8.0,16.0,9,8
3,val,86,7.038695812225342,7.0,3.0,9,8
3,val,87,7.151083946228027,7.0,6.0,9,8
3,val,88,7.010030269622803,7.0,16.0,9,2
3,val,89,5.001704692840576,5.0,4.0,8,2
3,val,90,5.060718536376953,5.0,5.0,7,6
3,val,91,5.08313512802124,5.0,4.0,5,4
3,val,92,5.002933502197266,5.0,4.0,7,6
3,val,93,5.021317958831787,5.0,5.0,7,6
3,val,94,5.001152992248535,5.0,4.0,5,2
3,val,95,5.163173675537109,5.0,5.0,7,2
3,val,96,7.024775981903076,7.0,7.0,9,2
3,val,97,5.000720500946045,5.0,4.0,7,6
3,val,98,5.005934715270996,5.0,4.0,7,6
3,val,99,8.103340148925781,8.0,3.0,9,8
3,val,100,5.781271934509277,6.0,5.0,5,4
3,val,101,7.150699615478516,7.0,16.0,9,8
3,val,102,5.005419731140137,5.0,4.0,7,6
3,val,103,5.1223039627075195,5.0,5.0,5,4
3,val,104,8.015487670898438,8.0,16.0,9,8
3,val,105,5.0545973777771,5.0,5.0,7,6
3,val,106,5.0309157371521,5.0,5.0,5,4
3,val,107,5.00103235244751,5.0,4.0,5,4
3,val,108,7.181633472442627,7.0,8.0,9,8
3,val,109,7.0044684410095215,7.0,9.0,9,8
3,val,110,7.800292491912842,8.0,3.0,9,8
3,val,111,8.326770782470703,8.0,4.0,9,8
3,val,112,5.0016865730285645,5.0,4.0,5,4
3,val,113,5.1374711990356445,5.0,5.0,7,6
3,val,114,5.01523494720459,5.0,4.0,7,2
3,val,115,7.91773796081543,8.0,16.0,9,8
3,val,116,7.023519992828369,7.0,3.0,9,8
3,val,117,7.076268196105957,7.0,2.0,9,8
3,val,118,5.085243225097656,5.0,5.0,5,2
3,val,119,7.161448001861572,7.0,16.0,9,8
3,val,120,7.713191032409668,8.0,16.0,9,2
3,val,121,5.251096725463867,5.0,5.0,5,4
3,val,122,7.362231254577637,7.0,3.0,9,8
3,val,123,7.8924689292907715,8.0,16.0,9,2
3,val,124,8.674755096435547,9.0,3.0,9,8
3,val,125,6.99349308013916,7.0,13.0,9,2
3,val,126,5.005064010620117,5.0,4.0,5,4
3,val,127,7.91494083404541,8.0,4.0,9,8
3,val,128,7.99447774887085,8.0,2.0,9,8
3,val,129,5.457717418670654,5.0,5.0,5,4
3,val,130,5.068536758422852,5.0,4.0,5,4
3,val,131,7.871915817260742,8.0,4.0,9,8
3,val,132,5.045668601989746,5.0,5.0,6,2
3,val,133,5.0085225105285645,5.0,4.0,7,6
3,val,134,7.950765132904053,8.0,6.0,9,8
3,val,135,8.034602165222168,8.0,7.0,9,8
3,val,136,5.25916051864624,5.0,5.0,7,6
3,val,137,5.006780624389648,5.0,4.0,7,6
3,val,138,5.006880760192871,5.0,4.0,7,6
3,val,139,4.9948272705078125,5.0,4.0,5,4
3,val,140,5.007979869842529,5.0,5.0,5,4
3,val,141,5.018606662750244,5.0,5.0,8,2
3,val,142,5.729322910308838,6.0,5.0,5,4
3,val,143,5.192739009857178,5.0,5.0,7,6
3,val,144,7.405872344970703,7.0,13.0,9,2
3,val,145,5.003261089324951,5.0,4.0,7,6
3,val,146,5.098933696746826,5.0,5.0,5,4
3,val,147,5.006134510040283,5.0,4.0,7,6
3,val,148,4.99920654296875,5.0,4.0,5,4
3,val,149,4.894711971282959,5.0,4.0,8,2
3,val,150,5.037640571594238,5.0,5.0,7,6
3,val,151,5.999274730682373,6.0,5.0,5,4
3,val,152,5.221485137939453,5.0,5.0,8,2
3,val,153,5.541978359222412,6.0,5.0,5,4
3,val,154,7.6656975746154785,8.0,3.0,9,8
3,val,155,5.27824592590332,5.0,5.0,5,4
3,val,156,8.034952163696289,8.0,16.0,9,8
3,val,157,5.0202836990356445,5.0,4.0,7,6
3,val,158,7.101611137390137,7.0,16.0,9,8
3,val,159,5.999423027038574,6.0,5.0,7,6
3,val,160,8.033037185668945,8.0,16.0,9,8
3,val,161,6.519712924957275,7.0,16.0,9,8
3,val,162,5.00386381149292,5.0,4.0,7,6
3,val,163,5.004910945892334,5.0,4.0,5,4
3,val,164,5.0323028564453125,5.0,5.0,5,4
3,val,165,5.0009684562683105,5.0,4.0,5,4
3,val,166,5.02600622177124,5.0,5.0,6,2
3,val,167,7.542093276977539,8.0,16.0,9,8
3,val,168,5.637686252593994,6.0,5.0,5,2
3,val,169,5.002809047698975,5.0,4.0,5,4
3,val,170,5.927268028259277,6.0,5.0,7,6
3,val,171,5.8700714111328125,6.0,5.0,8,2
3,val,172,9.016087532043457,9.0,16.0,9,8
3,val,173,8.958639144897461,9.0,4.0,9,8
3,val,174,5.996397018432617,6.0,5.0,7,6
3,val,175,5.173311710357666,5.0,5.0,5,4
3,val,176,5.000772476196289,5.0,4.0,5,4
3,val,177,5.028689861297607,5.0,4.0,7,6
3,val,178,5.958945274353027,6.0,5.0,5,4
3,val,179,6.937771320343018,7.0,15.0,9,8
3,val,180,6.053092956542969,6.0,6.0,6,2
3,val,181,7.780473232269287,8.0,16.0,9,8
3,val,182,4.98965311050415,5.0,4.0,5,4
3,val,183,5.064085483551025,5.0,4.0,7,2
3,val,184,5.817164421081543,6.0,5.0,5,4
3,val,185,7.032820701599121,7.0,16.0,9,2
3,val,186,5.00480842590332,5.0,4.0,7,6
3,val,187,7.95566463470459,8.0,16.0,9,8
3,val,188,6.704579830169678,7.0,3.0,9,8
3,val,189,5.013845920562744,5.0,4.0,5,4
3,val,190,5.019001483917236,5.0,5.0,7,6
3,val,191,8.59045696258545,9.0,3.0,9,8
3,val,192,5.890882968902588,6.0,5.0,7,6
3,val,193,5.00370454788208,5.0,4.0,5,4
3,val,194,6.00149393081665,6.0,5.0,5,4
3,val,195,5.0058064460754395,5.0,4.0,5,4
3,val,196,5.9967193603515625,6.0,6.0,7,6
3,val,197,7.521780014038086,8.0,4.0,9,8
3,val,198,6.005074977874756,6.0,6.0,5,4
3,val,199,5.006740093231201,5.0,4.0,7,6
3,val,200,7.969246864318848,8.0,15.0,9,2
3,val,201,6.33900785446167,6.0,14.0,9,2
3,val,202,4.999375343322754,5.0,4.0,5,2
3,val,203,7.944120407104492,8.0,16.0,9,2
3,val,204,5.0756916999816895,5.0,5.0,6,2
3,val,205,8.1118803024292,8.0,3.0,9,8
3,val,206,7.844789505004883,8.0,4.0,9,8
3,val,207,5.000532627105713,5.0,4.0,5,4
3,val,208,4.340124607086182,4.0,4.0,5,4
3,val,209,5.128269195556641,5.0,5.0,5,4
3,val,210,8.01758861541748,8.0,15.0,9,8
3,val,211,4.999423503875732,5.0,4.0,7,2
3,val,212,5.077574253082275,5.0,5.0,5,4
3,val,213,5.007626533508301,5.0,4.0,5,4
3,val,214,8.109724044799805,8.0,16.0,9,8
3,val,215,5.003350734710693,5.0,4.0,7,6
3,val,216,8.120612144470215,8.0,7.0,9,8
3,val,217,5.464044570922852,5.0,5.0,7,6
3,val,218,5.000922203063965,5.0,4.0,7,2
3,val,219,5.277143478393555,5.0,5.0,7,6
3,val,220,8.024986267089844,8.0,16.0,9,2
3,val,221,5.001326084136963,5.0,4.0,5,4
3,val,222,5.001364231109619,5.0,4.0,5,4
3,val,223,5.008072853088379,5.0,4.0,7,2
3,val,224,5.435884475708008,5.0,6.0,7,6
3,val,225,5.002403259277344,5.0,4.0,7,6
3,val,226,5.412335395812988,5.0,5.0,8,2
3,val,227,5.548383712768555,6.0,5.0,5,4
3,val,228,5.821298599243164,6.0,5.0,7,6
3,val,229,7.950031280517578,8.0,16.0,9,2
3,val,230,5.794037818908691,6.0,5.0,5,4
3,val,231,7.540735244750977,8.0,16.0,9,8
3,val,232,5.0159196853637695,5.0,4.0,7,6
3,val,233,5.990095615386963,6.0,5.0,5,4
3,val,234,7.0337748527526855,7.0,16.0,9,2
3,val,235,4.998480796813965,5.0,4.0,7,6
3,val,236,5.004970073699951,5.0,4.0,5,4
3,val,237,7.403914451599121,7.0,16.0,9,8
3,val,238,5.066009998321533,5.0,5.0,5,4
3,val,239,6.876719951629639,7.0,16.0,9,8
3,val,240,5.011590003967285,5.0,5.0,5,4
3,val,241,7.400426864624023,7.0,4.0,9,8
3,val,242,5.286526679992676,5.0,5.0,6,2
3,val,243,8.826146125793457,9.0,5.0,9,8
3,val,244,5.145175933837891,5.0,5.0,7,6
3,val,245,5.003804683685303,5.0,4.0,5,4
3,val,246,5.019481182098389,5.0,5.0,5,4
3,val,247,7.725285053253174,8.0,3.0,9,8
3,val,248,5.010590553283691,5.0,4.0,5,4
3,val,249,5.003615379333496,5.0,4.0,5,4
3,val,250,5.002431869506836,5.0,4.0,5,4
3,val,251,5.002014636993408,5.0,4.0,5,4
3,val,252,6.004264831542969,6.0,5.0,8,2
3,val,253,5.0293049812316895,5.0,5.0,7,2
3,val,254,5.032033920288086,5.0,4.0,7,6
3,val,255,5.032513618469238,5.0,5.0,7,6
3,val,256,8.16700553894043,8.0,13.0,9,8
3,val,257,5.291743755340576,5.0,5.0,7,6
3,val,258,7.205348968505859,7.0,5.0,9,8
3,val,259,5.084220886230469,5.0,4.0,5,2
3,val,260,7.419495582580566,7.0,16.0,9,2
3,val,261,8.011381149291992,8.0,16.0,9,2
3,val,262,7.155093193054199,7.0,16.0,9,2
3,val,263,5.574280738830566,6.0,5.0,7,6
3,val,264,4.582526206970215,5.0,4.0,7,6
3,val,265,5.65437126159668,6.0,5.0,7,6
3,val,266,5.013766288757324,5.0,5.0,7,2
3,val,267,5.96409273147583,6.0,5.0,7,6
3,val,268,8.729114532470703,9.0,3.0,9,8
3,val,269,5.00231409072876,5.0,4.0,6,2
3,val,270,5.0030107498168945,5.0,4.0,5,4
3,val,271,5.012326717376709,5.0,4.0,5,4
3,val,272,5.200935363769531,5.0,5.0,8,2
3,val,273,5.003493785858154,5.0,4.0,7,6
3,val,274,8.216349601745605,8.0,7.0,9,8
3,val,275,5.022492408752441,5.0,5.0,8,2
3,val,276,5.00963020324707,5.0,5.0,7,6
3,val,277,5.9982404708862305,6.0,5.0,7,6
3,val,278,7.106980323791504,7.0,16.0,9,8
3,val,279,7.171620845794678,7.0,16.0,9,2
3,val,280,5.003392219543457,5.0,4.0,7,6
3,val,281,5.008980751037598,5.0,5.0,8,2
3,val,282,6.006410121917725,6.0,6.0,5,4
3,val,283,7.8095598220825195,8.0,3.0,9,8
3,val,284,7.845739841461182,8.0,16.0,9,2
3,val,285,6.012691020965576,6.0,6.0,7,2
3,val,286,5.001322269439697,5.0,4.0,5,4
3,val,287,8.653375625610352,9.0,4.0,9,8
3,val,288,5.069809436798096,5.0,5.0,7,6
3,val,289,5.043871879577637,5.0,5.0,5,4
3,val,290,4.994980812072754,5.0,4.0,5,4
3,val,291,7.492321968078613,7.0,16.0,9,2
3,val,292,5.000382423400879,5.0,4.0,5,4
3,val,293,5.943119525909424,6.0,5.0,7,6
3,val,294,5.0024518966674805,5.0,4.0,7,2
3,val,295,7.826457977294922,8.0,5.0,9,8
3,val,296,6.010157108306885,6.0,5.0,5,4
3,val,297,5.996777057647705,6.0,5.0,7,6
3,val,298,5.996628284454346,6.0,5.0,5,4
3,val,299,5.704275608062744,6.0,5.0,6,2
3,val,300,5.010381698608398,5.0,4.0,5,4
3,val,301,5.0790839195251465,5.0,5.0,7,6
3,val,302,7.680953025817871,8.0,16.0,9,8
3,val,303,5.025935649871826,5.0,5.0,7,6
3,val,304,7.361271858215332,7.0,16.0,9,8
3,val,305,5.001331329345703,5.0,4.0,8,2
3,val,306,5.006958484649658,5.0,5.0,5,4
3,val,307,5.006997108459473,5.0,5.0,6,2
3,val,308,7.857308387756348,8.0,14.0,9,2
3,val,309,6.998120307922363,7.0,4.0,9,8
3,val,310,7.860966682434082,8.0,5.0,9,8
3,val,311,7.669332504272461,8.0,4.0,9,8
3,val,312,5.034082412719727,5.0,5.0,5,4
3,val,313,5.190537452697754,5.0,5.0,5,2
3,val,314,5.034810543060303,5.0,5.0,5,4
3,val,315,5.006264686584473,5.0,4.0,5,4
3,val,316,8.026153564453125,8.0,3.0,9,8
3,val,317,6.00323486328125,6.0,5.0,7,6
3,val,318,7.306250095367432,7.0,6.0,9,2
3,val,319,5.057434558868408,5.0,5.0,5,4
3,val,320,8.476252555847168,8.0,3.0,9,8
3,val,321,5.008426189422607,5.0,4.0,5,4
3,val,322,7.0670270919799805,7.0,12.0,9,8
3,val,323,7.1278886795043945,7.0,16.0,9,8
3,val,324,7.783112525939941,8.0,5.0,9,2
3,val,325,7.806088447570801,8.0,16.0,9,8
3,val,326,8.006353378295898,8.0,14.0,9,2
3,val,327,5.000510215759277,5.0,4.0,7,2
3,val,328,7.490185737609863,7.0,3.0,9,8
3,val,329,5.496028900146484,5.0,5.0,7,6
3,val,330,5.237980365753174,5.0,5.0,7,6
3,val,331,5.003676414489746,5.0,4.0,5,4
3,val,332,7.852421283721924,8.0,16.0,9,2
3,val,333,7.246292591094971,7.0,4.0,9,8
3,val,334,6.000953674316406,6.0,5.0,7,6
3,val,335,7.168068885803223,7.0,16.0,9,8
3,val,336,5.053219795227051,5.0,5.0,7,6
3,val,337,5.0037312507629395,5.0,4.0,5,4
3,val,338,8.44836139678955,8.0,3.0,9,8
3,val,339,5.0088067054748535,5.0,4.0,8,2
3,val,340,5.024190902709961,5.0,5.0,5,4
3,val,341,5.052706241607666,5.0,4.0,7,6
3,val,342,5.004931926727295,5.0,4.0,6,2
3,val,343,5.262503623962402,5.0,5.0,5,4
3,val,344,5.005753993988037,5.0,4.0,5,4
3,val,345,5.073632717132568,5.0,5.0,5,4
3,val,346,5.098448276519775,5.0,5.0,7,6
3,val,347,7.968280792236328,8.0,16.0,9,8
3,val,348,5.011763572692871,5.0,5.0,5,4
3,val,349,5.003101348876953,5.0,4.0,5,4
3,val,350,8.114595413208008,8.0,3.0,9,8
3,val,351,5.00282621383667,5.0,4.0,7,6
3,val,352,5.007024765014648,5.0,4.0,7,6
3,val,353,5.001826286315918,5.0,4.0,5,4
3,val,354,7.175264358520508,7.0,4.0,9,8
3,val,355,8.050710678100586,8.0,16.0,9,8
3,val,356,6.002506256103516,6.0,5.0,7,6
3,val,357,5.003483295440674,5.0,4.0,5,4
3,val,358,5.002575397491455,5.0,4.0,7,6
3,val,359,7.136855602264404,7.0,15.0,9,2
3,val,360,5.154289245605469,5.0,5.0,5,4
3,val,361,5.1304707527160645,5.0,5.0,5,4
3,val,362,8.017410278320312,8.0,16.0,9,8
3,val,363,8.058892250061035,8.0,3.0,9,8
3,val,364,5.003983497619629,5.0,4.0,7,6
3,val,365,6.008515357971191,6.0,5.0,5,4
3,val,366,5.743653297424316,6.0,5.0,5,4
3,val,367,5.002600193023682,5.0,4.0,5,4
3,val,368,5.00401496887207,5.0,4.0,7,6
3,val,369,7.692121505737305,8.0,6.0,9,8
3,val,370,8.058701515197754,8.0,3.0,9,8
3,val,371,6.015038967132568,6.0,7.0,7,6
3,val,372,7.53758430480957,8.0,16.0,9,2
3,val,373,7.221724033355713,7.0,4.0,9,8
3,val,374,7.969387054443359,8.0,16.0,9,2
3,val,375,5.007465362548828,5.0,5.0,5,4
3,val,376,8.039621353149414,8.0,6.0,9,8
3,val,377,6.396195411682129,6.0,4.0,9,8
3,val,378,9.041951179504395,9.0,3.0,9,8
3,val,379,5.86386775970459,6.0,6.0,7,6
3,val,380,6.921480178833008,7.0,2.0,9,8
3,val,381,5.002742767333984,5.0,5.0,6,2
3,val,382,5.962517738342285,6.0,5.0,5,4
3,val,383,7.7033820152282715,8.0,16.0,9,8
3,val,384,5.104959487915039,5.0,5.0,7,6
3,val,385,6.0004682540893555,6.0,5.0,5,4
3,val,386,8.153206825256348,8.0,16.0,9,2
3,val,387,8.208314895629883,8.0,3.0,9,8
3,val,388,5.110461235046387,5.0,5.0,7,6
3,val,389,5.166351795196533,5.0,5.0,7,6
3,val,390,7.995220184326172,8.0,16.0,9,8
3,val,391,5.001053810119629,5.0,4.0,6,2
3,val,392,8.197772979736328,8.0,3.0,9,8
3,val,393,8.653162956237793,9.0,16.0,9,2
3,val,394,5.060223579406738,5.0,5.0,5,4
3,val,395,4.977889060974121,5.0,4.0,5,4
3,val,396,6.994634628295898,7.0,12.0,9,2
3,val,397,5.001342296600342,5.0,4.0,5,4
3,val,398,6.00839900970459,6.0,6.0,7,6
3,val,399,5.067854881286621,5.0,5.0,7,6
3,val,400,5.055624961853027,5.0,5.0,8,2
3,val,401,5.212554931640625,5.0,5.0,5,4
3,val,402,6.00297737121582,6.0,5.0,7,6
3,val,403,5.0043182373046875,5.0,5.0,7,6
3,val,404,5.89014196395874,6.0,5.0,5,4
3,val,405,5.000964641571045,5.0,4.0,5,4
3,val,406,7.943393707275391,8.0,16.0,9,8
3,val,407,5.001791954040527,5.0,4.0,5,4
3,val,408,7.950644016265869,8.0,14.0,9,2
3,val,409,7.640659809112549,8.0,6.0,9,8
3,val,410,5.049290657043457,5.0,5.0,8,2
3,val,411,5.032849311828613,5.0,4.0,7,6
3,val,412,7.603780746459961,8.0,3.0,9,8
3,val,413,5.010032653808594,5.0,4.0,8,2
3,val,414,5.954222202301025,6.0,5.0,5,4
3,val,415,5.068674564361572,5.0,5.0,7,6
3,val,416,5.003246307373047,5.0,4.0,5,4
3,val,417,5.008645534515381,5.0,4.0,5,4
3,val,418,8.066909790039062,8.0,16.0,9,8
3,val,419,5.002363681793213,5.0,4.0,7,6
3,val,420,7.313802719116211,7.0,14.0,9,8
3,val,421,5.006383895874023,5.0,5.0,7,6
3,val,422,5.025905609130859,5.0,4.0,7,6
3,val,423,5.001772880554199,5.0,5.0,7,6
3,val,424,5.094250202178955,5.0,5.0,7,6
3,val,425,5.000946044921875,5.0,4.0,5,2
3,val,426,5.003496170043945,5.0,4.0,5,4
3,val,427,7.6680908203125,8.0,6.0,9,8
3,val,428,8.170238494873047,8.0,16.0,9,2
3,val,429,5.530878067016602,6.0,5.0,7,6
3,val,430,5.004606246948242,5.0,5.0,7,6
3,val,431,8.138590812683105,8.0,3.0,9,8
3,val,432,5.004485607147217,5.0,4.0,7,6
3,val,433,5.0677995681762695,5.0,5.0,5,4
3,val,434,8.031424522399902,8.0,8.0,9,8
3,val,435,5.502396583557129,6.0,5.0,5,4
3,val,436,5.000804424285889,5.0,4.0,7,2
3,val,437,5.911355495452881,6.0,5.0,7,2
3,val,438,5.992526531219482,6.0,5.0,8,2
3,val,439,5.015411376953125,5.0,5.0,7,6
3,val,440,5.846487045288086,6.0,5.0,5,4
3,val,441,5.00246524810791,5.0,4.0,7,6
3,val,442,5.342561721801758,5.0,5.0,7,2
3,val,443,5.8402180671691895,6.0,5.0,7,2
3,val,444,5.786653518676758,6.0,5.0,5,4
3,val,445,5.002431392669678,5.0,4.0,5,4
3,val,446,7.975450038909912,8.0,16.0,9,8
3,val,447,5.001984119415283,5.0,4.0,5,4
3,val,448,5.1741943359375,5.0,5.0,7,6
3,val,449,5.005095481872559,5.0,5.0,7,2
3,val,450,5.958715915679932,6.0,6.0,7,2
3,val,451,5.02148962020874,5.0,4.0,5,4
3,val,452,5.003345489501953,5.0,4.0,5,4
3,val,453,7.006382942199707,7.0,10.0,9,8
3,val,454,7.834592342376709,8.0,16.0,9,2
3,val,455,7.9227190017700195,8.0,3.0,9,8
3,val,456,5.176283359527588,5.0,5.0,5,2
3,val,457,6.976699352264404,7.0,16.0,9,8
3,val,458,5.004190921783447,5.0,5.0,5,4
3,val,459,7.137399673461914,7.0,4.0,9,8
3,val,460,7.983216285705566,8.0,16.0,9,8
3,val,461,5.778302192687988,6.0,6.0,7,2
3,val,462,7.052931308746338,7.0,3.0,9,8
3,val,463,7.404669761657715,7.0,2.0,9,8
3,val,464,5.939964294433594,6.0,5.0,5,4
3,val,465,7.144078731536865,7.0,3.0,9,8
3,val,466,7.358054161071777,7.0,16.0,9,8
3,val,467,7.23922061920166,7.0,3.0,9,8
3,val,468,7.880802631378174,8.0,3.0,9,8
3,val,469,5.104928970336914,5.0,5.0,5,4
3,val,470,8.404870986938477,8.0,16.0,9,2
3,val,471,5.027685165405273,5.0,5.0,7,6
3,val,472,5.178906440734863,5.0,5.0,5,4
3,val,473,8.165185928344727,8.0,16.0,9,8
3,val,474,5.002220630645752,5.0,4.0,7,2
3,val,475,5.311993598937988,5.0,5.0,7,2
3,val,476,5.122896671295166,5.0,4.0,8,2
3,val,477,5.008938789367676,5.0,4.0,7,6
3,val,478,5.72966194152832,6.0,5.0,7,6
3,val,479,8.181718826293945,8.0,7.0,9,8
3,val,480,5.435362339019775,5.0,5.0,6,2
3,val,481,7.347416400909424,7.0,16.0,9,8
3,val,482,5.241960048675537,5.0,5.0,5,4
3,val,483,7.200335502624512,7.0,16.0,9,8
3,val,484,5.0076093673706055,5.0,4.0,5,4
3,val,485,7.366716384887695,7.0,16.0,9,8
3,val,486,6.912286758422852,7.0,2.0,9,8
3,val,487,5.871877670288086,6.0,5.0,5,4
3,val,488,7.621037483215332,8.0,4.0,9,8
3,val,489,5.006930828094482,5.0,5.0,5,4
3,val,490,5.10785436630249,5.0,5.0,7,2
3,val,491,7.713301658630371,8.0,14.0,9,8
3,val,492,5.905050754547119,6.0,5.0,7,2
3,val,493,5.038342475891113,5.0,5.0,5,4
3,val,494,5.007850170135498,5.0,4.0,8,2
3,val,495,9.032586097717285,9.0,16.0,9,8
3,val,496,5.959989070892334,6.0,6.0,5,4
3,val,497,5.011363506317139,5.0,5.0,7,6
3,val,498,5.394480228424072,5.0,5.0,7,6
3,val,499,5.530965805053711,6.0,5.0,7,6
3,val,500,8.108458518981934,8.0,3.0,9,8
3,val,501,5.001412868499756,5.0,4.0,7,6
3,val,502,5.40036153793335,5.0,5.0,7,6
3,val,503,5.001072883605957,5.0,4.0,5,4
3,val,504,5.002933502197266,5.0,4.0,5,4
3,val,505,5.0202412605285645,5.0,5.0,5,4
3,val,506,5.8772430419921875,6.0,5.0,5,4
3,val,507,5.003742218017578,5.0,4.0,5,4
3,val,508,5.011906147003174,5.0,4.0,7,6
3,val,509,5.963800430297852,6.0,5.0,7,6
3,val,510,5.012927055358887,5.0,4.0,6,2
3,val,511,5.006991386413574,5.0,4.0,7,6
3,ood_mixed,0,7.771008014678955,8.0,3.0,9,8
3,ood_mixed,1,5.983041763305664,6.0,6.0,5,4
3,ood_mixed,2,5.002645969390869,5.0,4.0,7,6
3,ood_mixed,3,5.061762809753418,5.0,5.0,5,4
3,ood_mixed,4,5.008910655975342,5.0,5.0,5,4
3,ood_mixed,5,5.008317470550537,5.0,5.0,7,2
3,ood_mixed,6,5.001607894897461,5.0,4.0,5,4
3,ood_mixed,7,5.003884315490723,5.0,4.0,6,2
3,ood_mixed,8,5.078129291534424,5.0,4.0,5,4
3,ood_mixed,9,5.013853073120117,5.0,4.0,8,2
3,ood_mixed,10,5.211392402648926,5.0,5.0,6,2
3,ood_mixed,11,4.866916656494141,5.0,3.0,6,2
3,ood_mixed,12,5.923124313354492,6.0,5.0,7,6
3,ood_mixed,13,5.066933631896973,5.0,5.0,5,4
3,ood_mixed,14,8.031312942504883,8.0,16.0,9,8
3,ood_mixed,15,5.1048197746276855,5.0,5.0,5,4
3,ood_mixed,16,7.02410888671875,7.0,16.0,9,8
